,Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Salary_Range,Salary_Type,Year_Experience,Seniority,Category,Requirements
85,[b'MCF-2020-0070538'],[b'Permanent'],[b'Staff Data Scientist '],[b'SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'6 years  exp'],[b'Professional'],"[b'Engineering, Manufacturing, Sciences / Laboratory / R&amp;D, Others']","[""\nFocus on Seagate advanced analytics projects related to Image Analytics\nDevelop data mining algorithms, perform data wrangling and exploration\nDesign, develop and implement appropriate machine learning and deep learning algorithms to solve stakeholders' analytics challenges\nDeliver advanced analytics solutions: web crawling, natural language processing, text analytics, visualization, and dashboard creation.\nApply CNN, GAN, RNN, Time Series Analysis, XGBoost, Keras, Tensorflow to provide predictive analytics solutions and extract actionable insights\n, \nIndustry-proven knowledge using Python and C/C++ C#, or equivalent languages\n\nHands on application with Python, OpenCV, Numpy, Matplotlib, etc\nOutstanding technical problem solving and debugging ability\n\nSelf-motivated to learn and execute with attention to detail in documentation and execution\n\nAbility to handle technical and design ambiguity\n\nTeamwork and self-motivated\nFast learning capability\n\nEffective oral and written communication skills\n\nSelf-starter, ability to drive initiatives and influence\n\nAbility to work alone as well as in a team environment\n\nA collaborative attitude and a global mindset with an ability to work well with native and non-native English speakers\n\nAble to participate in conference calls outside of regular local work hours\n\nOutstanding technical problem solving and debugging ability\n\nSelf-motivated to learn and execute with attention to detail in documentation and execution\n\nAbility to handle technical and design ambiguity\n\n, \nRelated intern and or industry background working on computer vision/image processing projects\nWorking with distributed software project management tools such as those in Azure DevOps:\n\nPlanning & Execution Management (Kanban Boards, Scrum Sprints)\n\nVersion Control (Git)\n\nDocumentation (Wiki, Sphinx)\n\nAutomated Test/Continuous Integration (Pipelines, Jenkins, *CI, or similar)\n\nAdded advantage in the following areas -\n\nMachine Learning\n\nGPU or similar parallel programming architecture optimizations\n\nUI frameworks\n\nDevOps / Infrastructure\n\nSoftware test methodologies or QA\n\n""]"
86,[b'MCF-2020-0070686'],[b'Permanent'],"[b'Sr Applied Research Engineer, Search Science - Apple Media Products']",[b'APPLE SOUTH ASIA PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$10,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$20,000</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Professional'],[b'Engineering'],"['\n5+ years of relevant industry experience\nExperience with Search, Natural Language Processing, or Machine Learning experience\nExperience building big data pipelines with Hadoop, Java, Scala, and Spark\nPassion. Our customers love what we do at Apple and we want the same from our engineers\nPreferred Skills:\nDeep understanding of the search and information retrieval fundamentals including indexing, query understanding, retrieval and ranking\nExperience building search solutions with Lucene / Solr / Elasticsearch or related search technologies\nFamiliarity with A/B experimentation and data/metric-driven product development\n, \nYou will Have a major impact on the way people search & discover Apple Media content on Apple devices worldwide.\nBe part of a team with strong expertise in software engineering, information retrieval, language processing, data mining, machine learning, scalable systems, and parallel processing (Hadoop, Scala, Spark). Be responsible for improving search recall and precision.\nUse big data technology to evaluate and prioritize content discovery features.\nConduct AB Tests to ensure we objectively measure improvements.\nEnsure successful deployment of features, code, data, and models in production.\nWork in collaboration with other world-class engineers, researchers, and statisticians to ensure the features and models are functioning at or above expected performance levels.\nWork on Natural Language Processing (NLP), Tokenization, Stemming, Lemmatization, and Synonym mining Improve Search Recall, Text Indexing and Query Rewrites Design & Implement solutions for automated unit and integration tests that enable continuous integration and delivery.\nSupport search:\n']"
87,[b'MCF-2020-0070628'],[b'Full Time'],[b'Research Engineer (Computer Science / Computer Engineering)'],[b'NANYANG TECHNOLOGICAL UNIVERSITY'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$5,300</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"['\nCarry out research in the field of automatic diabetic retinopathy classification\nImplement machine learning algorithms and analytics techniques to perform automatic diabetic retinopathy classification\nWrite papers and reports based on the requirements of the projects\nPresent research outputs at academic conferences, seminars, and workshops\n, \nMaster’s degree in Computer Science or Computer Engineering\nGood background in deep learning, transfer learning, and reinforcement learning, with good knowledge of common deep leaning models, such as ANN, CNN, and computationally efficient CNN\nGood knowledge and understanding about the pathology and diagnosis of diabetes, and prior research experiences in automatic diabetic retinopathy classification\nGood communication and writing in English\n']"
88,[b'MCF-2020-0070706'],"[b'Contract, Permanent, Full Time']","[b'Tier 3 Application Support, End User Services, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'6 years  exp'],[b'Executive'],[b'Banking and Finance'],"['\nBS/BA degree or equivalent experience\n\nBasic knowledge of application development\n\nWorking \xa0knowledge in one or more general purpose \xa0\xa0\xa0\xa0\xa0programming languages, \xa0plus an interest in learning other coding languages \xa0\xa0\xa0\xa0\xa0and skills as \xa0needed\n\nWorking knowledge of development toolset to \xa0\xa0\xa0\xa0\xa0design, develop, test, deploy, maintain and improve software\n\nAbility to work collaboratively in teams and \xa0\xa0\xa0\xa0\xa0develop meaningful relationships to achieve common goals\n\n']"
89,[b'MCF-2020-0070484'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Payments Strategy - Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"[""\nCandidate should possess at least a Bachelor's Degree, Post Graduate Diploma or Professional Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent.\n\nAt least 5 years of experience in Java enterprise application development, preferably delivering high-performance, mission critical applications\n\nMin 5 years’ experience in relational database design; database performance tuning experience will be a strong advantage\n\nExperience in working with NoSQL databases such as Cassandra\n\nKnowledge in developing microservices and RESTful APIs\n\nWorking experience with messaging and pub-sub platforms such as UM and Kafka\n\nGood understanding of payments data models; familiarity with the ISO20022 standard is an advantage\n\nFamiliar with UNIX operating system and scripting\n\nStrong analytical and troubleshooting skills\n\nGood communication skills\n\nAble to work independently and multi task\n\n""]"
90,[b'MCF-2020-0070477'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Payments Strategy - Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"[""\nCandidate should possess at least a Bachelor's Degree, Post Graduate Diploma or Professional Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent.\n\nAt least 5 years of experience in Java enterprise application development, preferably delivering high-performance, mission critical applications\n\nMin 5 years’ experience in relational database design; database performance tuning experience will be a strong advantage\n\nExperience in working with NoSQL databases such as Cassandra\n\nKnowledge in developing microservices and RESTful APIs\n\nWorking experience with messaging and pub-sub platforms such as UM and Kafka\n\nGood understanding of payments data models; familiarity with the ISO20022 standard is an advantage\n\nFamiliar with UNIX operating system and scripting\n\nStrong analytical and troubleshooting skills\n\nGood communication skills\n\nAble to work independently and multi task\n\n""]"
91,[b'MCF-2020-0070365'],[b'Full Time'],[b'Senior Data Scientist'],[b'TARAN ADVISORY PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$13,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Professional'],"[b'Banking and Finance, Risk Management']",['']
92,[b'MCF-2020-0070341'],[b'Permanent'],[b'Senior Developer'],[b'RAKUTEN ASIA PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Professional'],[b'Engineering'],"['\nDiscuss and understand the business requirements\nAble to make improvement suggestions to add efficiency\nDevelop software solutions according to the business requirements using multiple tools\nIntegrate the solutions with external systems including SAP, other web applications, building devices such as sensors\nWork with machine learning, AI, IOT and low-code application platforms\nActively seek out new products and understand new technologies that can be leveraged in the solutioning process to make recommendations that provides optimal value to our users\nBe part of a team that will Identify potential opportunities to develop products that will enjoy potential commercial success\n, \nA degree in Computer Science or Engineering\nMore than 3 years of experience working with software development\nAble to demonstrate adaptability and experience with different software development tools\nAble to consider security, integration to major industry solutions, performance, future maintenance in the solutioning process\nExperience working with IOT integrating building technologies, AI or a leading industry technology\nAble to work with multiple stakeholders and operate in an environment of high volatility\n']"
93,[b'MCF-2020-0070589'],"[b'Contract, Full Time']",[b'Senior   /  C++ Developer (Designer / Team Lead) (Ref 22923)'],[b'JOBLINE RESOURCES PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,000</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Executive'],[b'Information Technology'],['']
94,[b'MCF-2020-0070465'],"[b'Permanent, Full Time']","[b'Project Manager, APAC Payments Technology - Vice President']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$15,000</span></div>']",[b'Monthly'],[b'10 years  exp'],[b'Senior Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nExpert knowledge in all business processes across an entire line of business, as well expertise in other lines of business and technology disciplines\n\nUnderstanding of global and line of business project and program management standards and methods\n\nExperience working with high-performing teams in complex program execution\n\nA strong understanding of Waterfall and Agile methods; stakeholder management; budget management, risk management and operations\n\nAbility to create and maintain relationships with a wide range of stakeholders throughout the firm\n\nExperience of coordinating across multiple platforms and stakeholders in order to align deliveries to meet a common goal\n\nKnowledge of APAC Payments end to end flow, SWIFT ISO20022, APAC Clearers\n\nAbility to understand requirements to ensure they map back to the solution and are fit for purpose\n\n']"
